ID,source,id_str,text,created_at,retweet_count,in_reply_to_user_id_str,favorite_count,is_retweet,android
1547,Twitter for Android,7.57E+17,"The Bernie Sanders supporters are furious with the choice of Tim Kaine, who represents the opposite of what Bernie stands for. Philly fight?",Sat Jul 23 10:31:18 +0000 2016,7467,,24020,FALSE,1
1548,Twitter for Android,7.57E+17,"""atTheresa_Cali: atrealDonaldTrump General Michael Flynn will make a great Secretary of Defense when you become POTUS! hashtagMakeAmericaSafeAgain""",Sat Jul 23 03:56:38 +0000 2016,4258,,15086,FALSE,1
1549,Twitter for Android,7.57E+17,I highly recommend the just out book - THE FIELD OF FIGHT - by General Michael Flynn. How to defeat radical Islam.,Sat Jul 23 03:49:04 +0000 2016,8146,,21840,FALSE,1
1550,Twitter for Android,7.57E+17,Is it the same Kaine that took hundreds of thousands of dollars in gifts while Governor of Virginia and didn't get indicted while Bob M did?,Sat Jul 23 03:23:15 +0000 2016,12935,,30512,FALSE,1
1551,Twitter for Android,7.57E+17,"Another attack, this time in Germany. Many killed. God bless the people of Munich.",Fri Jul 22 23:03:19 +0000 2016,11083,,39750,FALSE,1
1552,Twitter for Android,7.56E+17,"One of the best produced, including the incredible stage &amp; set, in the history of conventions. Great unity! Big T.V. ratings! atKarlRove",Fri Jul 22 14:06:01 +0000 2016,5643,,25531,FALSE,1
1553,Twitter for Android,7.56E+17,Thank you Cleveland. We love you and will be back many times!,Fri Jul 22 13:13:02 +0000 2016,5956,,27917,FALSE,1
1554,Twitter for Android,7.56E+17,What a great four days in Cleveland. So proud of the great job done by the RNC and all. The police and Secret Service were fantastic!,Fri Jul 22 13:07:51 +0000 2016,8529,,40066,FALSE,1
1555,Twitter for iPhone,7.56E+17,"MAKE AMERICA SAFE AND GREAT AGAIN! hashtagRNCinCLE
https://t.co/KH2ZFHUHGP",Fri Jul 22 05:11:10 +0000 2016,10016,,30702,FALSE,0
1556,Twitter for iPhone,7.56E+17,FORMAL ACCEPTANCE OF THE NOMINATION! hashtagTrumpPence16 https://t.co/E6ZtVjSQZa,Fri Jul 22 04:01:07 +0000 2016,15134,,51490,FALSE,0
1557,Twitter Web Client,7.56E+17,You can watch 360 video live from the podium! https://t.co/yqcIsBUdAi hashtagRNCinCLE hashtagTrumpIsWithYou hashtagMakeAmericaGreatAgain,Fri Jul 22 02:02:18 +0000 2016,3750,,12875,FALSE,0
1558,Twitter for iPhone,7.56E+17,This is a MOVEMENT! hashtagRNCinCLE https://t.co/bdox6JcrAp,Thu Jul 21 19:56:45 +0000 2016,8027,,25130,FALSE,0
1559,Twitter Ads,7.56E+17,I’m with you! I will work hard and never let you down. Make America Great Again! https://t.co/V92PkdHbG6 https://t.co/FhWHekyU4Q,Thu Jul 21 19:55:31 +0000 2016,3517,,9284,FALSE,0
1560,Twitter Ads,7.56E+17,I’m with you! I will work hard and never let you down. Make America Great Again! https://t.co/V92PkdHbG6 https://t.co/SQs6ERk6El,Thu Jul 21 18:49:27 +0000 2016,293,,577,FALSE,0
1561,Twitter for iPhone,7.56E+17,Thank you atDonaldJTrumpJr. Proud of you! hashtagRNCinCLE hashtagTrumpPence2016 https://t.co/gobSNWughP,Thu Jul 21 17:00:24 +0000 2016,6297,,22356,FALSE,0
1562,Twitter Ads,7.56E+17,We’ve just set a new goal: raise $4 million from our grassroots supporters by MIDNIGHT! https://t.co/Ssrh55C6hW https://t.co/8E0LiC8wYE,Thu Jul 21 16:47:02 +0000 2016,1786,,4123,FALSE,0
1563,Twitter Ads,7.56E+17,We’ve just set a new goal: raise $4 million from our grassroots supporters by MIDNIGHT! https://t.co/Ssrh55C6hW https://t.co/9Hd6dRcojF,Thu Jul 21 16:45:23 +0000 2016,169,,326,FALSE,0
1564,Twitter for iPad,7.56E+17,"Great job atIvankaTrump! hashtagRNCinCLE
https://t.co/swsAKE11F0",Thu Jul 21 14:56:49 +0000 2016,6495,,23493,FALSE,0
1565,Twitter for Android,7.56E+17,"Other than a small group of people who have suffered massive and embarrassing losses, the party is VERY united. Great love in the arena!",Thu Jul 21 14:49:19 +0000 2016,9418,,38033,FALSE,1
1566,Twitter Ads,7.56E+17,Limited opportunity to get your OFFICIAL Trump gear! Shop now!  https://t.co/3lUaSztKYx,Thu Jul 21 14:16:20 +0000 2016,437,,1307,FALSE,0
1567,Twitter for Android,7.56E+17,"Ted Cruz talks about the Constitution but doesn't say that if the Dems win the Presidency, the new JUSTICES appointed will destroy us all!",Thu Jul 21 14:12:45 +0000 2016,10654,,32372,FALSE,1
1568,Twitter for Android,7.56E+17,"I am soooo proud of my children, Don, Eric and Tiffany - their speeches, under enormous pressure, were incredible. Ivanka intros me tonight!",Thu Jul 21 12:37:53 +0000 2016,8125,,43268,FALSE,1
1569,Twitter Web Client,7.56E+17,"Great job atEricTrump! Proud of you!
hashtagAmericaFirst hashtagRNCinCLE https://t.co/S7IHXDrmsJ",Thu Jul 21 04:32:03 +0000 2016,7038,,25907,FALSE,0
1570,Twitter for iPhone,7.56E+17,MAKE AMERICA GREAT AGAIN! https://t.co/qL9rjb7OsD,Thu Jul 21 04:00:25 +0000 2016,8684,,25376,FALSE,0
1571,Twitter for Android,7.56E+17,"Arena was packed, totally electric!",Thu Jul 21 03:56:28 +0000 2016,4169,,21996,FALSE,1
1572,Twitter for Android,7.56E+17,.atmike_pence was fantastic tonight. Will be a great V.P.,Thu Jul 21 03:53:28 +0000 2016,6065,,28177,FALSE,1
1573,Twitter for iPhone,7.56E+17,"Our next Vice President of the United States of America, Gov. atMike_Pence!
hashtagGOPinCLE hashtagGOPConvention
hashtagAmericaFirst https://t.co/TZT3XcKp1c",Thu Jul 21 03:49:38 +0000 2016,7156,,25837,FALSE,0
1574,Twitter for Android,7.56E+17,"Wow, Ted Cruz got booed off the stage, didn't honor the pledge! I saw his speech two hours early but let him speak anyway. No big deal!",Thu Jul 21 03:45:48 +0000 2016,20980,,70468,FALSE,1
1575,Twitter for iPhone,7.56E+17,"Great job atEricTrump! Proud of you! 
hashtagAmericaFirst hashtagRNCinCLE
https://t.co/EE7C6XKDkt https://t.co/946U6bgREQ",Thu Jul 21 02:35:23 +0000 2016,12161,,39730,FALSE,0
1576,Twitter Ads,7.56E+17,Limited opportunity to get your OFFICIAL Trump gear! Shop now! https://t.co/3lUaSztKYx https://t.co/ssNVgF7PTt,Thu Jul 21 02:19:28 +0000 2016,419,,1260,FALSE,0
1577,Twitter Ads,7.56E+17,Limited opportunity to get your OFFICIAL Trump gear! Shop now! https://t.co/LQMDdNkUwR https://t.co/KSAv65FuiD,Thu Jul 21 02:06:13 +0000 2016,0,,0,FALSE,0
1578,Twitter Web Client,7.56E+17,"Thank you atScottWalker! hashtagAmericaFirst 
hashtagRNCinCLE https://t.co/k2Poy3gGvQ",Thu Jul 21 01:56:56 +0000 2016,6218,,19450,FALSE,0
1579,Twitter Ads,7.56E+17,hashtagTextTrump88022 for exclusive atrealDonaldTrump updates!  We will Make America Great Again!,Thu Jul 21 01:52:25 +0000 2016,2532,,9639,FALSE,0
1580,Twitter for Android,7.56E+17,Thank you to Governor atScottWalker for such warm support. Great speech!,Thu Jul 21 01:24:26 +0000 2016,4361,,19558,FALSE,1
1581,Twitter Web Client,7.56E+17,Thank you atIngrahamAngle! hashtagAmericaFirst https://t.co/cv3I3xRSOK,Thu Jul 21 01:08:33 +0000 2016,9839,,27722,FALSE,0
1582,Twitter for iPhone,7.56E+17,"hashtagAmericaFirst hashtagRNCinCLE 
https://t.co/PvdTA8HTCC",Thu Jul 21 00:50:21 +0000 2016,4828,,13018,FALSE,0
1583,Twitter for iPhone,7.56E+17,"Watching the hashtagGOPConvention
hashtagAmericaFirst hashtagRNCinCLE",Wed Jul 20 23:49:18 +0000 2016,2800,,12562,FALSE,0
1584,Twitter for Android,7.56E+17,John Kasich was never asked by me to be V.P. Just arrived in Cleveland - will be a great two days!,Wed Jul 20 18:48:11 +0000 2016,4997,,19922,FALSE,1
1585,Twitter Ads,7.56E+17,URGENT: we’ve just announced a $2 million fundraising goal tonight. Please stand with us! https://t.co/Ssrh55C6hW https://t.co/2KjT4TJ07Y,Wed Jul 20 18:41:29 +0000 2016,3807,,5837,FALSE,0
1586,Twitter for iPhone,7.56E+17,"STATEMENT ON MELANIA SPEECH
https://t.co/uzBOm21Pug",Wed Jul 20 17:02:19 +0000 2016,6419,,18696,FALSE,0
1587,Twitter Web Client,7.56E+17,The media is spending more time doing a forensic analysis of Melania's speech than the FBI spent on Hillary's emails.,Wed Jul 20 15:36:06 +0000 2016,120661,,249249,FALSE,0
1588,Twitter Web Client,7.56E+17,Good news is Melania's speech got more publicity than any in the history of politics especially if you believe that all press is good press!,Wed Jul 20 15:31:15 +0000 2016,13165,,51103,FALSE,0
1589,Twitter for Android,7.56E+17,"In November, I think the people of Ohio will remember that the Republicans picked Cleveland instead of going to another state. Jobs!",Wed Jul 20 12:51:58 +0000 2016,5796,,25013,FALSE,1
1590,Twitter for Android,7.56E+17,Bill Hemmer of atFoxNews was very nice in explaining the excitement and energy in the arena. More than in past years.,Wed Jul 20 12:47:56 +0000 2016,3449,,15173,FALSE,1
1591,Twitter for Android,7.56E+17,"Congratulations to my children, Don and Tiffany, on having done a fantastic job last night. I am very proud of you!",Wed Jul 20 10:18:17 +0000 2016,6534,,37672,FALSE,1
1592,Twitter for Android,7.56E+17,Such a great honor to be the Republican Nominee for President of the United States. I will work hard and never let you down! AMERICA FIRST!,Tue Jul 19 23:52:59 +0000 2016,41616,,129652,FALSE,1
1593,Twitter for Android,7.56E+17,The ROLL CALL is beginning at the Republican National Convention. Very exciting!,Tue Jul 19 22:12:56 +0000 2016,4183,,21555,FALSE,1
1594,Twitter for iPhone,7.56E+17,"hashtagMakeAmericaWorkAgain 
hashtagTrumpPence16 hashtagRNCinCLE 
https://t.co/bsUp4MSysD https://t.co/mYBjp03XYf",Tue Jul 19 20:38:20 +0000 2016,8033,,21054,FALSE,0
1595,Twitter for iPhone,7.55E+17,"hashtagMakeAmericaWorkAgain
hashtagTrumpPence16 hashtagRNCinCLE 
https://t.co/xlB2C1cpKp https://t.co/5Kv03luMZW",Tue Jul 19 19:34:40 +0000 2016,8142,,21285,FALSE,0
1596,Twitter for Android,7.55E+17,"""atRoxaneTancredi:  Democrats are coming to TRUMP. I used to be proud of the dem party. No more It is crooked and not for the people.""",Tue Jul 19 13:36:43 +0000 2016,7323,,24464,FALSE,1
1597,Twitter for iPhone,7.55E+17,"It was truly an honor to introduce my wife, Melania. Her speech and demeanor were absolutely incredible. Very proud! hashtagGOPConvention",Tue Jul 19 04:14:11 +0000 2016,12670,,56572,FALSE,0
1598,Twitter for iPhone,7.55E+17,Will be on atOreillyFactor tonight at 8:30pm atFoxNews- prior to Melania's speech at the hashtagGOPConvention. Tune in- she will do great! hashtagRNCinCLE,Tue Jul 19 00:21:49 +0000 2016,2914,,14390,FALSE,0
1599,Twitter for iPhone,7.55E+17,"hashtagMakeAmericaSafeAgain!
hashtagGOPConvention hashtagRNCinCLE 
https://t.co/QniZIsGrG8 https://t.co/Kvq6r6WkQ1",Mon Jul 18 23:04:11 +0000 2016,7963,,20422,FALSE,0
1600,Twitter for Android,7.55E+17,Networks other than low ratings atCNN have been very fair and exciting!,Mon Jul 18 20:51:55 +0000 2016,4174,,16391,FALSE,1
1601,Twitter for Android,7.55E+17,".atCNN is the worst.They go to their dumb, one-sided panels when a podium speaker is for Trump! VAST MAJORITY want: Make America Great Again!",Mon Jul 18 20:48:00 +0000 2016,8285,,29909,FALSE,1
1602,Twitter Web Client,7.55E+17,"Looking forward to being at the convention tonight to watch all of the wonderful speakers including my wife, Melania. Place looks beautiful!",Mon Jul 18 17:28:04 +0000 2016,6685,,28983,FALSE,0
1603,Twitter for iPhone,7.55E+17,"Thank you Mahoning County, Ohio! See you soon! hashtagMakeAmericaSafeAgain 
https://t.co/TNJMUKImpK https://t.co/iFdqRvaL3q",Mon Jul 18 17:10:39 +0000 2016,4977,,15325,FALSE,0
1604,Twitter for Android,7.55E+17,"President Obama just had a news conference, but he doesn't have a clue. Our country is a divided crime scene, and it will only get worse!",Sun Jul 17 21:26:50 +0000 2016,12512,,39837,FALSE,1
1605,Twitter for Android,7.55E+17,"Our country is totally divided and our enemies are watching. We are not looking good, we are not looking smart, we are not looking tough!",Sun Jul 17 21:22:23 +0000 2016,15179,,42940,FALSE,1
1606,Twitter for Android,7.55E+17,"""at60Minutes: DonaldTrump and his running mate atMike_Pence to appear on hashtag60Minutes in first joint interview. CBS https://t.co/lZH7qw9qmu""",Sun Jul 17 18:41:24 +0000 2016,4166,,12666,FALSE,1
1607,Twitter for Android,7.55E+17,I will be on at60Minutes tonight at 7:00 P.M. with Mike Pence talking about LAW AND ORDER and many other subjects! Bad times for divided USA!,Sun Jul 17 18:39:36 +0000 2016,5291,,18867,FALSE,1
1608,Twitter for Android,7.55E+17,"We are TRYING to fight ISIS, and now our own people are killing our police. Our country is divided and out of control. The world is watching",Sun Jul 17 18:26:51 +0000 2016,36051,,86985,FALSE,1
1609,Twitter for iPhone,7.55E+17,"We grieve for the officers killed in Baton Rouge today. How many law enforcement and people have to...
https://t.co/pPNrzG8kEa",Sun Jul 17 17:30:42 +0000 2016,9655,,25520,FALSE,0
1610,Twitter for Android,7.55E+17,The ratings at atFoxNews blow away the ratings of atCNN - not even close. That's because CNN is the Clinton News Network and people don't like,Sun Jul 17 13:09:02 +0000 2016,8804,,29080,FALSE,1
1611,Twitter for Android,7.55E+17,".atFoxNews is much better, and far more truthful, than atCNN, which is all negative. Guests are stacked for Crooked Hillary! I don't watch.",Sun Jul 17 13:04:10 +0000 2016,5488,,20103,FALSE,1
1612,Twitter for Android,7.55E+17,"If Goofy Elizabeth Warren, a very weak Senator, didn't lie about her heritage (being Native American) she would be nothing today. Pick her H",Sun Jul 17 12:24:04 +0000 2016,6003,,21592,FALSE,1
1613,Twitter for Android,7.55E+17,"I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!",Sun Jul 17 12:14:46 +0000 2016,7073,,23395,FALSE,1
1614,Twitter for Android,7.55E+17,"It doesn't matter that Crooked Hillary has experience, look at all of the bad decisions she has made. Bernie said she has bad judgement!",Sun Jul 17 12:06:18 +0000 2016,6257,,21515,FALSE,1
1615,Twitter for Android,7.55E+17,"As the days and weeks go by,  we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!",Sun Jul 17 11:55:21 +0000 2016,5922,,19592,FALSE,1
1616,Twitter for Android,7.55E+17,We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!,Sun Jul 17 04:19:05 +0000 2016,6116,,22627,FALSE,1
1617,Twitter for Android,7.55E+17,"Goofy Elizabeth Warren, who may be the least productive Senator in the U.S. Senate, must prove she is not a fraud. Without the con it's over",Sun Jul 17 04:15:49 +0000 2016,5613,,20123,FALSE,1
1618,Twitter for Android,7.55E+17,"Thank you to Jack Morgan, Tamara Neo, Cheryl Ann Kraft and all of my friends and supporters in Virginia. GREAT JOB!",Sun Jul 17 03:39:09 +0000 2016,2842,,12769,FALSE,1
1619,Twitter for Android,7.55E+17,"""atTrumpDoonbeg: Great news! We've been nominated for Ireland's Best Golf Hotel 2016.We would appreciate your vote! https://t.co/5uEBphqdG9""",Sun Jul 17 03:21:14 +0000 2016,2720,,11607,FALSE,1
1620,Twitter for Android,7.55E+17,Thank you to Chris Cox and Bikers for Trump - Your support has been amazing. I will never forget. MAKE AMERICA GREAT AGAIN!,Sun Jul 17 03:15:22 +0000 2016,6339,,20895,FALSE,1
1621,Twitter Ads,7.54E+17,Donate Today To Help Make America Great Again! You Can Help Stop Crooked Hillary Clinton! https://t.co/swzCe5PiNI https://t.co/0fmgNBuAcc,Sat Jul 16 21:01:31 +0000 2016,1051,,2497,FALSE,0
1622,Twitter Ads,7.54E+17,Donate Today To Help Make America Great Again! You Can Help Stop Crooked Hillary Clinton! https://t.co/VlObaDG4eR https://t.co/mBDwW5orrd,Sat Jul 16 20:44:37 +0000 2016,0,,0,FALSE,0
1623,Twitter for iPhone,7.54E+17,Thank you! hashtagTrumpPence16 https://t.co/RHprMCsGT6,Sat Jul 16 16:13:29 +0000 2016,10303,,36108,FALSE,0
1624,Twitter for Android,7.54E+17,"Crooked Hillary Clinton is bought and paid for by Wall Street, lobbyists and special interests. She will sell our country down the tubes!",Sat Jul 16 13:23:17 +0000 2016,9253,,27284,FALSE,1
1625,Twitter for Android,7.54E+17,"Very sad that a person who has made so many mistakes, Crooked Hillary Clinton, can put out such false and vicious ads with her phony money!",Sat Jul 16 13:19:11 +0000 2016,7103,,23083,FALSE,1
1626,Twitter for Android,7.54E+17,"Crooked Hillary, who embarrassed herself and the country with her e-mail lies, has been a DISASTER on foreign policy. Look what's happening!",Sat Jul 16 13:13:56 +0000 2016,8136,,25486,FALSE,1
1627,Twitter for Android,7.54E+17,"Crooked Hillary is spending big Wall Street money on ads saying I don't have foreign policy experience, yet look what her policies have done",Sat Jul 16 13:08:43 +0000 2016,9023,,26358,FALSE,1
1628,Twitter for Android,7.54E+17,Look forward to introducing Governor Mike Pence (who has done a spectacular job in the great State of Indiana). My first choice from start!,Sat Jul 16 12:29:43 +0000 2016,4878,,21683,FALSE,1
1629,Twitter for Android,7.54E+17,Look forward to Governor Mike Pence V.P. introduction tomorrow in New York City.,Sat Jul 16 02:12:13 +0000 2016,5703,,25049,FALSE,1
1630,Twitter for Android,7.54E+17,I am pleased to announce that I have chosen Governor Mike Pence as my Vice Presidential running mate. News conference tomorrow at 11:00 A.M.,Fri Jul 15 14:50:55 +0000 2016,38782,,92250,FALSE,1
1631,Twitter for Android,7.54E+17,Four more years of weakness with a Crooked Hillary Administration is not acceptable. Look what has happened to the world with O &amp; Hillary!,Fri Jul 15 14:41:20 +0000 2016,10987,,31808,FALSE,1
1632,Twitter for Android,7.54E+17,hashtagNeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!,Fri Jul 15 14:31:18 +0000 2016,10870,,35647,FALSE,1
1633,Twitter for iPhone,7.54E+17,"My prayers and condolences to the victims and families of the terrible tragedy in Nice, France. We are with you in every way!",Fri Jul 15 00:39:27 +0000 2016,15942,,51035,FALSE,0
1634,Twitter for Android,7.54E+17,"In light of the horrible attack in Nice, France, I have postponed tomorrow's news conference concerning my Vice Presidential announcement.",Thu Jul 14 23:09:57 +0000 2016,14984,,46846,FALSE,1
1635,Twitter for Android,7.54E+17,"Another horrific attack, this time in Nice, France. Many dead and injured. When will we learn? It is only getting worse.",Thu Jul 14 22:40:31 +0000 2016,24772,,56414,FALSE,1
1636,Twitter for iPhone,7.54E+17,"I employ many people in the State of Virginia - JOBS, JOBS, JOBS! Crooked Hillary will sell us out, just like her husband did with NAFTA.",Thu Jul 14 17:23:58 +0000 2016,7394,,23805,FALSE,0
1637,Twitter for iPhone,7.54E+17,"Another new poll. Thank you for your support! Join the MOVEMENT today! 
hashtagImWithYou https://t.co/3KWOl2ibaW https://t.co/miT4atHxQz",Thu Jul 14 14:53:46 +0000 2016,8915,,23473,FALSE,0
1638,Twitter for iPhone,7.54E+17,"Great new poll- thank you America!
hashtagTrump2016 hashtagImWithYou https://t.co/aVH9c5QRwc",Thu Jul 14 13:21:48 +0000 2016,7428,,23288,FALSE,0
1639,Twitter for iPhone,7.53E+17,I will be making the announcement of my Vice Presidential pick on Friday at 11am in Manhattan. Details to follow.,Thu Jul 14 01:19:51 +0000 2016,15772,,44596,FALSE,0
1640,Twitter for iPhone,7.53E+17,"If I win the Presidency, we will swamp Justice Ginsburg with real judges and real legal opinions!",Wed Jul 13 22:28:44 +0000 2016,8126,,26131,FALSE,0
1641,Twitter for iPhone,7.53E+17,Even the atNYTimes and atWashingtonPost Editorial Boards condemned Justice Ginsburg for her ethical and legal breach. What was she thinking?,Wed Jul 13 22:27:45 +0000 2016,5386,,17798,FALSE,0
1642,Twitter for iPhone,7.53E+17,Is Supreme Court Justice Ruth Bader Ginsburg going to apologize to me for her misconduct? Big mistake by an incompetent judge!,Wed Jul 13 22:26:20 +0000 2016,5629,,20870,FALSE,0
1643,Twitter for iPhone,7.53E+17,On my way to San Diego to raise money for the Republican Party. I am spending a lot myself and also helping others.,Wed Jul 13 22:23:40 +0000 2016,4060,,16750,FALSE,0
1644,Twitter for iPhone,7.53E+17,Voters understand that Crooked Hillary's negative ads are not true- just like her email lies and her other fraudulent activity.,Wed Jul 13 22:22:20 +0000 2016,8051,,24455,FALSE,0
1645,Twitter for iPhone,7.53E+17,Despite spending $500k a day on TV ads alone hashtagCrookedHillary falls flat in nationwide atQuinnipiacPoll. Having ZERO impact. Sad!!,Wed Jul 13 22:19:48 +0000 2016,4977,,15728,FALSE,0
1646,Twitter for iPhone,7.53E+17,Lyin' Crooked Hillary's email stories all have one thing in common. https://t.co/teoVCYXKOR,Wed Jul 13 22:11:04 +0000 2016,7707,,18412,FALSE,0
1647,Twitter for iPhone,7.53E+17,Is President Obama trying to destroy Israel with all his bad moves? Think about it and let me know!,Wed Jul 13 22:06:30 +0000 2016,4390,,14753,FALSE,0
1648,Twitter for iPhone,7.53E+17,"The Republican platform is most 
pro-Israel of all time!",Wed Jul 13 22:05:22 +0000 2016,4463,,14900,FALSE,0
1649,Twitter for iPhone,7.53E+17,New GOP platform now includes language that supports the border wall. We will build the wall and MAKE AMERICA SAFE AGAIN!,Wed Jul 13 21:56:42 +0000 2016,5939,,17974,FALSE,0
1650,Twitter for iPhone,7.53E+17,"hashtagCrookedHillary is outspending me by a combined 31 to 1 in Florida, Ohio, &amp; Pennsylvania. I haven't started yet! https://t.co/BcoPrwqFMe",Wed Jul 13 21:22:44 +0000 2016,7920,,21581,FALSE,0
1651,Twitter for iPhone,7.53E+17,"Thank you Florida, Ohio, and Pennsylvania! hashtagCrookedHillary is not qualified. hashtagImWithYou https://t.co/M1yzgyeEdY",Wed Jul 13 12:50:04 +0000 2016,11373,,29429,FALSE,0
1652,Twitter for iPhone,7.53E+17,Thank you! hashtagImWithYou https://t.co/6XkUQ0W4QS,Wed Jul 13 12:33:15 +0000 2016,6361,,18878,FALSE,0
1653,Twitter for Android,7.53E+17,Justice Ginsburg of the U.S. Supreme Court has embarrassed all by making very dumb political statements about me. Her mind is shot - resign!,Wed Jul 13 04:54:40 +0000 2016,11310,,34875,FALSE,1
1654,Twitter for iPhone,7.53E+17,THANK YOU INDIANA! hashtagTrump2016 https://t.co/Jmkah9wGaA,Wed Jul 13 03:08:58 +0000 2016,5609,,19186,FALSE,0
1655,Twitter for iPhone,7.53E+17,"Thank you Iowa- see you soon!
hashtagTrump2016 hashtagImWithYou 
https://t.co/gva0MbgnuO https://t.co/PE1jdqZysc",Tue Jul 12 22:19:52 +0000 2016,5597,,16355,FALSE,0
1656,Twitter for iPhone,7.53E+17,I will be interviewed by atoreillyfactor tonight on atFoxNews at 8pm. Enjoy!,Tue Jul 12 21:59:45 +0000 2016,2847,,11258,FALSE,0
1657,Twitter for iPhone,7.53E+17,The American people agree. No free pass for hashtagCrookedHillary! https://t.co/lTjLVKkzh1,Tue Jul 12 21:10:03 +0000 2016,10828,,24046,FALSE,0
1658,Twitter for iPhone,7.53E+17,"To all the Bernie voters who want to stop bad trade deals &amp; global special interests, we welcome you with open arms. People first.",Tue Jul 12 17:04:19 +0000 2016,13800,,35932,FALSE,0
1659,Twitter for iPhone,7.53E+17,Bernie sanders has abandoned his supporters by endorsing pro-war pro-TPP pro-Wall Street Crooked Hillary Clinton.,Tue Jul 12 17:03:44 +0000 2016,12842,,30578,FALSE,0
1660,Twitter for iPhone,7.53E+17,Bernie Sanders endorsing Crooked Hillary Clinton is like Occupy Wall Street endorsing Goldman Sachs.,Tue Jul 12 17:01:51 +0000 2016,36168,,53157,FALSE,0
1661,Twitter for iPhone,7.53E+17,"hashtagCrookedHillary is not qualified!
https://t.co/6qi7KTW43O",Tue Jul 12 16:45:45 +0000 2016,12693,,23691,FALSE,0
1662,Twitter for Android,7.53E+17,I am somewhat surprised that Bernie Sanders was not true to himself and his supporters. They are not happy that he is selling out!,Tue Jul 12 13:39:56 +0000 2016,13353,,37635,FALSE,1
1663,Twitter for Android,7.53E+17,"Bernie Sanders, who has lost most of his leverage, has totally sold out to Crooked Hillary Clinton. He will endorse her today - fans angry!",Tue Jul 12 13:36:47 +0000 2016,10572,,30480,FALSE,1
1664,Twitter for iPhone,7.53E+17,"This election is a choice between law, order &amp; safety - or chaos, crime &amp; violence. I will make America safe again for everyone. hashtagImWithYou",Tue Jul 12 12:57:18 +0000 2016,10919,,29844,FALSE,0
1665,Twitter for iPhone,7.53E+17,"For too many years, our inner cities have been left behind. I am going to deliver jobs, safety and protection for those in need.",Tue Jul 12 12:55:29 +0000 2016,6666,,20733,FALSE,0
1666,Twitter for Android,7.53E+17,"Crime is out of control, and rapidly getting worse. Look what is going on in Chicago and our inner cities. Not good!",Tue Jul 12 11:58:58 +0000 2016,6309,,20791,FALSE,1
1667,Twitter for iPhone,7.53E+17,"hashtagMakeAmericaGreatAgain hashtagImWithYou
https://t.co/lb5ViCDH0g https://t.co/roVn7pAVfy",Tue Jul 12 02:12:19 +0000 2016,5300,,15033,FALSE,0
1668,Twitter for iPhone,7.53E+17,Senior United States District Judge Robert E. Payne today ruled in favor of Trump campaign delegates who had argued..https://t.co/qVwfjgCHU7,Tue Jul 12 00:56:29 +0000 2016,5205,,14018,FALSE,0
1669,Twitter for iPhone,7.53E+17,"Speech on Veterans' Reform:
https://t.co/XB7RMwesMK",Mon Jul 11 22:18:22 +0000 2016,3407,,9550,FALSE,0
1670,Twitter for iPhone,7.53E+17,Great poll- Florida! Thank you! https://t.co/4FuPpL5WOM,Mon Jul 11 21:40:30 +0000 2016,8661,,25203,FALSE,0
1671,Twitter for iPhone,7.53E+17,"Thoughts and prayers with the victims, and their families- along with everyone at the Berrien County Courthouse in St. Joseph, Michigan.",Mon Jul 11 19:51:29 +0000 2016,8942,,28555,FALSE,0
1672,Twitter for iPhone,7.52E+17,"Join me in Westfield, Indiana- tomorrow night at 7:30pm! hashtagTrump2016 
Tickets: https://t.co/Jj9TmSEoOd https://t.co/Rq6YRHlpib",Mon Jul 11 11:57:45 +0000 2016,4091,,12373,FALSE,0
1673,Twitter for Android,7.52E+17,"I heard that the underachieving John King of atCNN on Inside Politics was one hour of lies. Happily, few people are watching - dead network!",Sun Jul 10 18:58:10 +0000 2016,6468,,22562,FALSE,1
1674,Twitter for Android,7.52E+17,"The media is so dishonest. If I make a statement, they twist it and turn it to make it sound bad or foolish.They think the public is stupid!",Sun Jul 10 18:42:32 +0000 2016,14239,,44036,FALSE,1
1675,Twitter for Android,7.52E+17,President Obama thinks the nation is not as divided as people think. He is living in a world of the make believe!,Sun Jul 10 18:27:58 +0000 2016,11731,,34687,FALSE,1
1676,Twitter for Android,7.52E+17,Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!,Sun Jul 10 12:02:02 +0000 2016,18701,,55201,FALSE,1
1677,Twitter for iPhone,7.52E+17,"New poll - thank you! hashtagTrump2016
https://t.co/Mi87Vmw06H https://t.co/WmqvcYG4r3",Sat Jul 09 21:22:25 +0000 2016,9010,,23710,FALSE,0
1678,Twitter for Android,7.52E+17,Way to go atserenawilliams  - you are a true champion. Proud of you!,Sat Jul 09 15:18:58 +0000 2016,5601,,24636,FALSE,1
1679,Twitter for iPhone,7.52E+17,"MAKE AMERICA SAFE AGAIN!
https://t.co/m0AJWlV8nm https://t.co/P0GleHEmJy",Fri Jul 08 23:26:56 +0000 2016,14333,,38652,FALSE,0
